29,0,0,1
29,28,0,0
29,30,0,0
29,0,0,0
29,0,0,0
29,21,0,0
29,23,1,1
29,21,1,0
29,14,1,0
29,9,1,0
29,27,1,0
29,9,1,0
29,0,2,1
29,27,2,0
29,13,2,0
29,32,2,0
29,5,2,0
29,3,2,0
0,23,0,1
0,32,0,0
0,27,0,0
0,0,0,0
0,5,0,0
0,28,0,0
0,0,1,1
0,1,1,0
0,1,1,0
0,10,1,0
0,11,1,0
0,24,1,0
0,6,2,1
0,3,2,0
0,2,2,0
0,6,2,0
0,18,2,0
0,19,2,0
23,0,0,1
23,15,0,0
23,25,0,0
23,16,0,0
23,5,0,0
23,24,0,0
23,6,1,1
23,11,1,0
23,20,1,0
23,10,1,0
23,2,1,0
23,1,1,0
23,20,2,1
23,27,2,0
23,17,2,0
23,3,2,0
23,2,2,0
23,22,2,0
0,6,0,1
0,2,0,0
0,33,0,0
0,0,0,0
0,27,0,0
0,18,0,0
0,20,1,1
0,28,1,0
0,22,1,0
0,26,1,0
0,20,1,0
0,13,1,0
0,18,2,1
0,8,2,0
0,2,2,0
0,26,2,0
0,12,2,0
0,12,2,0
6,20,0,1
6,33,0,0
6,33,0,0
6,3,0,0
6,32,0,0
6,28,0,0
6,18,1,1
6,21,1,0
6,0,1,0
6,19,1,0
6,29,1,0
6,21,1,0
6,6,2,1
6,5,2,0
6,3,2,0
6,3,2,0
6,27,2,0
6,12,2,0
20,18,0,1
20,4,0,0
20,12,0,0
20,33,0,0
20,15,0,0
20,28,0,0
20,6,1,1
20,13,1,0
20,0,1,0
20,12,1,0
20,33,1,0
20,28,1,0
20,0,2,1
20,14,2,0
20,7,2,0
20,30,2,0
20,5,2,0
20,28,2,0
18,6,0,1
18,26,0,0
18,0,0,0
18,22,0,0
18,17,0,0
18,32,0,0
18,0,1,1
18,16,1,0
18,26,1,0
18,13,1,0
18,25,1,0
18,6,1,0
18,15,2,1
18,5,2,0
18,21,2,0
18,30,2,0
18,15,2,0
18,10,2,0
6,0,0,1
6,12,0,0
6,0,0,0
6,31,0,0
6,31,0,0
6,5,0,0
6,15,1,1
6,13,1,0
6,26,1,0
6,21,1,0
6,25,1,0
6,11,1,0
6,9,2,1
6,17,2,0
6,8,2,0
6,6,2,0
6,6,2,0
6,13,2,0
0,15,0,1
0,7,0,0
0,26,0,0
0,18,0,0
0,20,0,0
0,29,0,0
0,9,1,1
0,32,1,0
0,18,1,0
0,8,1,0
0,1,1,0
0,33,1,0
0,2,2,1
0,13,2,0
0,19,2,0
0,26,2,0
0,16,2,0
0,16,2,0
15,9,0,1
15,10,0,0
15,24,0,0
15,23,0,0
15,13,0,0
15,9,0,0
15,2,1,1
15,6,1,0
15,1,1,0
15,33,1,0
15,27,1,0
15,22,1,0
15,6,2,1
15,31,2,0
15,3,2,0
15,3,2,0
15,33,2,0
15,19,2,0
9,2,0,1
9,24,0,0
9,2,0,0
9,9,0,0
9,20,0,0
9,23,0,0
9,6,1,1
9,22,1,0
9,8,1,0
9,23,1,0
9,12,1,0
9,3,1,0
9,20,2,1
9,25,2,0
9,15,2,0
9,33,2,0
9,22,2,0
9,31,2,0
2,6,0,1
2,26,0,0
2,18,0,0
2,25,0,0
2,23,0,0
2,17,0,0
2,20,1,1
2,30,1,0
2,27,1,0
2,0,1,0
2,20,1,0
2,17,1,0
2,18,2,1
2,24,2,0
2,3,2,0
2,10,2,0
2,21,2,0
2,27,2,0
6,20,0,1
6,28,0,0
6,29,0,0
6,13,0,0
6,9,0,0
6,9,0,0
6,18,1,1
6,7,1,0
6,13,1,0
6,8,1,0
6,14,1,0
6,22,1,0
6,9,2,1
6,14,2,0
6,18,2,0
6,14,2,0
6,12,2,0
6,8,2,0
20,18,0,1
20,11,0,0
20,33,0,0
20,9,0,0
20,24,0,0
20,11,0,0
20,9,1,1
20,29,1,0
20,6,1,0
20,6,1,0
20,31,1,0
20,31,1,0
20,18,2,1
20,29,2,0
20,0,2,0
20,7,2,0
20,15,2,0
20,19,2,0
18,9,0,1
18,2,0,0
18,17,0,0
18,2,0,0
18,10,0,0
18,6,0,0
18,18,1,1
18,23,1,0
18,13,1,0
18,29,1,0
18,9,1,0
18,11,1,0
18,9,2,1
18,27,2,0
18,3,2,0
18,9,2,0
18,6,2,0
18,23,2,0
9,18,0,1
9,32,0,0
9,27,0,0
9,26,0,0
9,33,0,0
9,10,0,0
9,9,1,1
9,25,1,0
9,31,1,0
9,30,1,0
9,10,1,0
9,15,1,0
9,15,2,1
9,2,2,0
9,10,2,0
9,26,2,0
9,31,2,0
9,12,2,0
18,9,0,1
18,22,0,0
18,7,0,0
18,2,0,0
18,12,0,0
18,16,0,0
18,15,1,1
18,31,1,0
18,13,1,0
18,23,1,0
18,32,1,0
18,16,1,0
18,29,2,1
18,15,2,0
18,11,2,0
18,27,2,0
18,7,2,0
18,3,2,0
9,15,0,1
9,22,0,0
9,29,0,0
9,15,0,0
9,1,0,0
9,6,0,0
9,29,1,1
9,5,1,0
9,25,1,0
9,9,1,0
9,3,1,0
9,9,1,0
9,0,2,1
9,17,2,0
9,6,2,0
9,5,2,0
9,8,2,0
9,29,2,0
15,29,0,1
15,26,0,0
15,30,0,0
15,11,0,0
15,19,0,0
15,6,0,0
15,0,1,1
15,5,1,0
15,6,1,0
15,32,1,0
15,14,1,0
15,10,1,0
15,22,2,1
15,28,2,0
15,3,2,0
15,16,2,0
15,16,2,0
15,32,2,0
29,0,0,1
29,11,0,0
29,32,0,0
29,20,0,0
29,2,0,0
29,23,0,0
29,22,1,1
29,15,1,0
29,0,1,0
29,27,1,0
29,5,1,0
29,30,1,0
29,0,2,1
29,16,2,0
29,3,2,0
29,15,2,0
29,13,2,0
29,27,2,0
0,22,0,1
0,5,0,0
0,27,0,0
0,31,0,0
0,10,0,0
0,0,0,0
0,0,1,1
0,2,1,0
0,9,1,0
0,4,1,0
0,10,1,0
0,3,1,0
0,26,2,1
0,27,2,0
0,30,2,0
0,8,2,0
0,15,2,0
0,7,2,0
22,0,0,1
22,30,0,0
22,30,0,0
22,16,0,0
22,22,0,0
22,5,0,0
22,26,1,1
22,15,1,0
22,4,1,0
22,33,1,0
22,11,1,0
22,11,1,0
22,2,2,1
22,21,2,0
